set nodes := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 ;

param start_node := 0 ;

param end_node := 98 ;

param max_capacity := 57.5 ;

param min_capacity := 2.875 ;

param start_capacity := 57.5 ;

param car_efficiency := 0.1513157894736842 ;

param max_charge_time := 0.75 ;

param min_charge_time := 0.25 ;

param charger_power :=
0 0
1 95.0
2 11.0
3 11.0
4 11.0
5 95.0
6 95.0
7 75.0
8 11.0
9 95.0
10 75.0
11 50.0
12 75.0
13 95.0
14 50.0
15 95.0
16 75.0
17 95.0
18 75.0
19 95.0
20 50.0
21 50.0
22 11.0
23 50.0
24 95.0
25 11.0
26 95.0
27 50.0
28 95.0
29 95.0
30 95.0
31 95.0
32 95.0
33 7.0
34 7.0
35 7.0
36 7.0
37 75.0
38 75.0
39 11.0
40 50.0
41 50.0
42 50.0
43 95.0
44 50.0
45 50.0
46 50.0
47 50.0
48 75.0
49 11.0
50 50.0
51 95.0
52 95.0
53 50.0
54 11.0
55 11.0
56 11.0
57 11.0
58 11.0
59 22.0
60 11.0
61 11.0
62 11.0
63 11.0
64 11.0
65 11.0
66 95.0
67 50.0
68 11.0
69 50.0
70 95.0
71 95.0
72 50.0
73 11.0
74 95.0
75 75.0
76 11.0
77 11.0
78 60.0
79 95.0
80 95.0
81 95.0
82 50.0
83 7.0
84 50.0
85 11.0
86 50.0
87 50.0
88 75.0
89 11.0
90 11.0
91 11.0
92 24.0
93 11.0
94 50.0
95 11.0
96 11.0
97 11.0
98 0
;

param arc_time :=
0 0 -1
0 1 2.2747216666666668
0 2 1.3591666666666666
0 3 1.3591666666666666
0 4 0.4675
0 5 2.150278333333333
0 6 2.0847216666666664
0 7 2.0900000000000003
0 8 0.9236116666666666
0 9 1.0097216666666666
0 10 -1
0 11 0.8450000000000001
0 12 2.1308333333333334
0 13 2.1761116666666664
0 14 1.3036116666666666
0 15 -1
0 16 2.1861116666666667
0 17 0.9908333333333333
0 18 2.069166666666667
0 19 2.2336116666666666
0 20 1.1402783333333335
0 21 1.0252783333333333
0 22 0.09333333333333332
0 23 0.21
0 24 2.146945
0 25 1.1688883333333335
0 26 -1
0 27 0.8961116666666666
0 28 2.218055
0 29 -1
0 30 -1
0 31 -1
0 32 -1
0 33 -1
0 34 -1
0 35 -1
0 36 -1
0 37 2.115
0 38 2.1133333333333333
0 39 0.371945
0 40 1.4780550000000001
0 41 0.9822216666666667
0 42 0.8611116666666666
0 43 2.251945
0 44 0.6508333333333333
0 45 1.176945
0 46 0.9558333333333333
0 47 1.4702783333333334
0 48 1.6883333333333332
0 49 1.698055
0 50 1.1416666666666666
0 51 -1
0 52 1.2486116666666667
0 53 1.6658333333333333
0 54 0.1725
0 55 0.15277833333333335
0 56 0.1525
0 57 1.7636116666666666
0 58 1.768055
0 59 0.5275
0 60 0.16222166666666665
0 61 0.1988883333333333
0 62 0.12361166666666666
0 63 0.10666666666666667
0 64 0.14666666666666667
0 65 0.078055
0 66 0.15916666666666668
0 67 0.320555
0 68 0.6969449999999999
0 69 -1
0 70 -1
0 71 1.3900000000000001
0 72 1.5555549999999998
0 73 1.8516666666666666
0 74 0.5549999999999999
0 75 2.2069449999999997
0 76 -1
0 77 0.7722216666666667
0 78 -1
0 79 -1
0 80 -1
0 81 -1
0 82 1.5602783333333332
0 83 1.4866666666666668
0 84 1.2127783333333333
0 85 2.127221666666667
0 86 2.203333333333333
0 87 2.144721666666667
0 88 2.118055
0 89 -1
0 90 2.3391666666666664
0 91 1.91
0 92 2.356666666666667
0 93 -1
0 94 0.8727783333333333
0 95 1.5658333333333334
0 96 1.455555
0 97 1.383055
0 98 -1
1 0 2.285555
1 1 -1
1 2 2.025
1 3 2.025
1 4 2.065
1 5 0.27666666666666667
1 6 0.42083333333333334
1 7 0.42638833333333337
1 8 1.6288883333333333
1 9 1.663055
1 10 0.7972216666666667
1 11 1.5913883333333334
1 12 0.41833333333333333
1 13 0.3925
1 14 1.1183333333333332
1 15 0.8277783333333333
1 16 0.48500000000000004
1 17 1.6658333333333333
1 18 0.5638883333333333
1 19 0.37
1 20 1.315555
1 21 1.4261116666666667
1 22 2.221388333333333
1 23 2.207221666666667
1 24 0.5308333333333334
1 25 1.4527783333333335
1 26 -1
1 27 1.6472216666666666
1 28 0.513055
1 29 -1
1 30 -1
1 31 -1
1 32 -1
1 33 -1
1 34 -1
1 35 -1
1 36 -1
1 37 0.540555
1 38 0.5788883333333333
1 39 2.4327783333333333
1 40 1.191945
1 41 1.676945
1 42 1.6641666666666666
1 43 0.5158333333333334
1 44 1.7352783333333333
1 45 1.598055
1 46 1.6063883333333335
1 47 1.1838883333333332
1 48 0.8061116666666667
1 49 0.7061116666666667
1 50 1.6102783333333333
1 51 0.9172216666666666
1 52 1.1786116666666666
1 53 0.7863883333333334
1 54 2.3372216666666668
1 55 2.2877783333333332
1 56 2.3072216666666665
1 57 0.7758333333333333
1 58 0.7758333333333333
1 59 2.4752783333333332
1 60 2.237221666666667
1 61 2.341111666666667
1 62 2.2816666666666667
1 63 2.2986116666666665
1 64 2.2797216666666666
1 65 2.2827783333333334
1 66 2.2725
1 67 2.048055
1 68 2.3155550000000003
1 69 -1
1 70 -1
1 71 1.1038883333333334
1 72 0.8158333333333334
1 73 0.688055
1 74 1.9372216666666666
1 75 0.370555
1 76 2.2013883333333335
1 77 1.695555
1 78 0.7252783333333334
1 79 -1
1 80 -1
1 81 -1
1 82 1.2141666666666666
1 83 1.2911116666666667
1 84 1.145555
1 85 0.8883333333333333
1 86 0.5483333333333333
1 87 0.354445
1 88 0.6019450000000001
1 89 0.9422216666666666
1 90 0.475555
1 91 0.6241666666666668
1 92 0.5663883333333334
1 93 1.2066666666666668
1 94 1.6272216666666668
1 95 1.4569450000000002
1 96 1.4622216666666668
1 97 1.5288883333333334
1 98 -1
2 0 1.3683333333333332
2 1 2.0047216666666667
2 2 -1
2 3 -1
2 4 1.148055
2 5 1.8802783333333333
2 6 1.8147216666666668
2 7 1.82
2 8 0.5836116666666666
2 9 0.7191666666666666
2 10 2.3636116666666664
2 11 0.5280549999999999
2 12 1.8608333333333333
2 13 1.9061116666666666
2 14 1.0336116666666666
2 15 2.3988883333333333
2 16 1.9161116666666667
2 17 0.5286116666666667
2 18 1.7991666666666668
2 19 1.9636116666666665
2 20 0.8702783333333334
2 21 0.7513883333333333
2 22 1.304445
2 23 1.2902783333333334
2 24 1.8769449999999999
2 25 0.9152783333333333
2 26 -1
2 27 0.534445
2 28 1.948055
2 29 -1
2 30 -1
2 31 -1
2 32 -1
2 33 -1
2 34 -1
2 35 -1
2 36 -1
2 37 1.845
2 38 1.8433333333333333
2 39 1.5158333333333334
2 40 1.208055
2 41 0.4386116666666667
2 42 0.6549999999999999
2 43 1.981945
2 44 0.8183333333333334
2 45 0.7133333333333333
2 46 0.4597216666666667
2 47 1.2002783333333333
2 48 1.4183333333333332
2 49 1.4283333333333335
2 50 0.820555
2 51 2.4883333333333337
2 52 0.9786116666666668
2 53 1.3958333333333333
2 54 1.4202783333333333
2 55 1.3708333333333333
2 56 1.3902783333333335
2 57 1.4936116666666666
2 58 1.4980550000000001
2 59 1.5583333333333333
2 60 1.32
2 61 1.4241666666666668
2 62 1.3647216666666668
2 63 1.3816666666666668
2 64 1.3627783333333334
2 65 1.3658333333333335
2 66 1.3555549999999998
2 67 1.1311116666666665
2 68 1.3986116666666668
2 69 -1
2 70 -1
2 71 1.12
2 72 1.285555
2 73 1.5816666666666668
2 74 1.02
2 75 1.9369450000000001
2 76 -1
2 77 0.7083333333333334
2 78 2.2963883333333333
2 79 -1
2 80 -1
2 81 -1
2 82 1.2902783333333334
2 83 1.2166666666666666
2 84 0.9427783333333333
2 85 1.8572216666666668
2 86 1.9333333333333333
2 87 1.8747216666666666
2 88 1.848055
2 89 -1
2 90 2.069166666666667
2 91 1.6400000000000001
2 92 2.086666666666667
2 93 -1
2 94 0.651945
2 95 1.2958333333333334
2 96 1.1855550000000001
2 97 1.113055
2 98 -1
3 0 1.3683333333333332
3 1 2.0047216666666667
3 2 -1
3 3 -1
3 4 1.148055
3 5 1.8802783333333333
3 6 1.8147216666666668
3 7 1.82
3 8 0.5836116666666666
3 9 0.7191666666666666
3 10 2.3636116666666664
3 11 0.5280549999999999
3 12 1.8608333333333333
3 13 1.9061116666666666
3 14 1.0336116666666666
3 15 2.3988883333333333
3 16 1.9161116666666667
3 17 0.5286116666666667
3 18 1.7991666666666668
3 19 1.9636116666666665
3 20 0.8702783333333334
3 21 0.7513883333333333
3 22 1.304445
3 23 1.2902783333333334
3 24 1.8769449999999999
3 25 0.9152783333333333
3 26 -1
3 27 0.534445
