set nodes := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 ;

param start_node := 0 ;

param end_node := 99 ;

param max_capacity := 57.5 ;

param min_capacity := 2.875 ;

param start_capacity := 57.5 ;

param car_efficiency := 0.1513157894736842 ;

param max_charge_time := 1.0 ;

param min_charge_time := 0.0 ;

param charger_power :=
0 0
1 95.0
2 11.0
3 11.0
4 11.0
5 95.0
6 95.0
7 75.0
8 11.0
9 95.0
10 50.0
11 75.0
12 95.0
13 50.0
14 75.0
15 95.0
16 75.0
17 95.0
18 50.0
19 50.0
20 11.0
21 50.0
22 95.0
23 11.0
24 50.0
25 95.0
26 75.0
27 75.0
28 11.0
29 50.0
30 50.0
31 50.0
32 95.0
33 50.0
34 50.0
35 50.0
36 50.0
37 75.0
38 11.0
39 50.0
40 95.0
41 50.0
42 11.0
43 11.0
44 11.0
45 11.0
46 11.0
47 22.0
48 11.0
49 11.0
50 11.0
51 11.0
52 11.0
53 11.0
54 95.0
55 50.0
56 11.0
57 11.0
58 95.0
59 50.0
60 11.0
61 95.0
62 75.0
63 11.0
64 50.0
65 7.0
66 50.0
67 11.0
68 50.0
69 50.0
70 75.0
71 11.0
72 11.0
73 24.0
74 50.0
75 11.0
76 11.0
77 11.0
78 75.0
79 50.0
80 11.0
81 75.0
82 3.0
83 50.0
84 50.0
85 50.0
86 50.0
87 11.0
88 50.0
89 50.0
90 75.0
91 11.0
92 50.0
93 75.0
94 50.0
95 11.0
96 11.0
97 95.0
98 11.0
99 0
;

param arc_time :=
0 0 -1
0 1 2.2747216666666668
0 2 1.3591666666666666
0 3 1.3591666666666666
0 4 0.4675
0 5 2.150278333333333
0 6 2.0847216666666664
0 7 2.0900000000000003
0 8 0.9236116666666666
0 9 1.0097216666666666
0 10 0.8450000000000001
0 11 2.1308333333333334
0 12 2.1761116666666664
0 13 1.3036116666666666
0 14 2.1861116666666667
0 15 0.9908333333333333
0 16 2.069166666666667
0 17 2.2336116666666666
0 18 1.1402783333333335
0 19 1.0252783333333333
0 20 0.09333333333333332
0 21 0.21
0 22 2.146945
0 23 1.1688883333333335
0 24 0.8961116666666666
0 25 2.218055
0 26 2.115
0 27 2.1133333333333333
0 28 0.371945
0 29 1.4780550000000001
0 30 0.9822216666666667
0 31 0.8611116666666666
0 32 2.251945
0 33 0.6508333333333333
0 34 1.176945
0 35 0.9558333333333333
0 36 1.4702783333333334
0 37 1.6883333333333332
0 38 1.698055
0 39 1.1416666666666666
0 40 1.2486116666666667
0 41 1.6658333333333333
0 42 0.1725
0 43 0.15277833333333335
0 44 0.1525
0 45 1.7636116666666666
0 46 1.768055
0 47 0.5275
0 48 0.16222166666666665
0 49 0.1988883333333333
0 50 0.12361166666666666
0 51 0.10666666666666667
0 52 0.14666666666666667
0 53 0.078055
0 54 0.15916666666666668
0 55 0.320555
0 56 0.6666666666666666
0 57 0.6969449999999999
0 58 1.3900000000000001
0 59 1.5555549999999998
0 60 1.8516666666666666
0 61 0.5549999999999999
0 62 2.2069449999999997
0 63 0.7722216666666667
0 64 1.5602783333333332
0 65 1.4866666666666668
0 66 1.2127783333333333
0 67 2.127221666666667
0 68 2.203333333333333
0 69 2.144721666666667
0 70 2.118055
0 71 2.3391666666666664
0 72 1.91
0 73 2.356666666666667
0 74 0.8727783333333333
0 75 1.5658333333333334
0 76 1.455555
0 77 1.383055
0 78 0.6344449999999999
0 79 0.6344449999999999
0 80 1.3697216666666667
0 81 2.2866666666666666
0 82 1.2083333333333333
0 83 1.7788883333333334
0 84 1.484445
0 85 1.5694450000000002
0 86 1.5752783333333333
0 87 0.665555
0 88 2.2233333333333336
0 89 1.3325
0 90 2.2530550000000003
0 91 0.304445
0 92 0.3077783333333333
0 93 2.0141666666666667
0 94 1.518055
0 95 1.784445
0 96 0.8875
0 97 2.0902783333333335
0 98 1.5183333333333333
0 99 2.356666666666667
1 0 2.285555
1 1 -1
1 2 2.025
1 3 2.025
1 4 2.065
1 5 0.27666666666666667
1 6 0.42083333333333334
1 7 0.42638833333333337
1 8 1.6288883333333333
1 9 1.663055
1 10 1.5913883333333334
1 11 0.41833333333333333
1 12 0.3925
1 13 1.1183333333333332
1 14 0.48500000000000004
1 15 1.6658333333333333
1 16 0.5638883333333333
1 17 0.37
1 18 1.315555
1 19 1.4261116666666667
1 20 2.221388333333333
1 21 2.207221666666667
1 22 0.5308333333333334
1 23 1.4527783333333335
1 24 1.6472216666666666
1 25 0.513055
1 26 0.540555
1 27 0.5788883333333333
1 28 2.4327783333333333
1 29 1.191945
1 30 1.676945
1 31 1.6641666666666666
1 32 0.5158333333333334
1 33 1.7352783333333333
1 34 1.598055
1 35 1.6063883333333335
1 36 1.1838883333333332
1 37 0.8061116666666667
1 38 0.7061116666666667
1 39 1.6102783333333333
1 40 1.1786116666666666
1 41 0.7863883333333334
1 42 2.3372216666666668
1 43 2.2877783333333332
1 44 2.3072216666666665
1 45 0.7758333333333333
1 46 0.7758333333333333
1 47 2.4752783333333332
1 48 2.237221666666667
1 49 2.341111666666667
1 50 2.2816666666666667
1 51 2.2986116666666665
1 52 2.2797216666666666
1 53 2.2827783333333334
1 54 2.2725
1 55 2.048055
1 56 2.2852783333333333
1 57 2.3155550000000003
1 58 1.1038883333333334
1 59 0.8158333333333334
1 60 0.688055
1 61 1.9372216666666666
1 62 0.370555
1 63 1.695555
1 64 1.2141666666666666
1 65 1.2911116666666667
1 66 1.145555
1 67 0.8883333333333333
1 68 0.5483333333333333
1 69 0.354445
1 70 0.6019450000000001
1 71 0.475555
1 72 0.6241666666666668
1 73 0.5663883333333334
1 74 1.6272216666666668
1 75 1.4569450000000002
1 76 1.4622216666666668
1 77 1.5288883333333334
1 78 1.7891666666666666
1 79 1.7891666666666666
1 80 1.578055
1 81 0.625
1 82 1.8791666666666667
1 83 0.6152783333333333
1 84 1.148055
1 85 1.4994450000000001
1 86 1.5011116666666666
1 87 2.284445
1 88 0.359445
1 89 1.214445
1 90 0.5225000000000001
1 91 2.3652783333333334
1 92 2.368611666666667
1 93 0.6119450000000001
1 94 1.1902783333333333
1 95 1.1038883333333334
1 96 1.6441666666666668
1 97 0.4066666666666666
1 98 1.3111116666666667
1 99 0.5663883333333334
2 0 1.3683333333333332
2 1 2.0047216666666667
2 2 -1
2 3 -1
2 4 1.148055
2 5 1.8802783333333333
2 6 1.8147216666666668
2 7 1.82
2 8 0.5836116666666666
2 9 0.7191666666666666
2 10 0.5280549999999999
2 11 1.8608333333333333
2 12 1.9061116666666666
2 13 1.0336116666666666
2 14 1.9161116666666667
2 15 0.5286116666666667
2 16 1.7991666666666668
2 17 1.9636116666666665
2 18 0.8702783333333334
2 19 0.7513883333333333
2 20 1.304445
2 21 1.2902783333333334
2 22 1.8769449999999999
2 23 0.9152783333333333
2 24 0.534445
2 25 1.948055
2 26 1.845
2 27 1.8433333333333333
2 28 1.5158333333333334
2 29 1.208055
2 30 0.4386116666666667
2 31 0.6549999999999999
2 32 1.981945
2 33 0.8183333333333334
2 34 0.7133333333333333
2 35 0.4597216666666667
2 36 1.2002783333333333
2 37 1.4183333333333332
2 38 1.4283333333333335
2 39 0.820555
2 40 0.9786116666666668
2 41 1.3958333333333333
2 42 1.4202783333333333
2 43 1.3708333333333333
2 44 1.3902783333333335
2 45 1.4936116666666666
2 46 1.4980550000000001
2 47 1.5583333333333333
2 48 1.32
2 49 1.4241666666666668
2 50 1.3647216666666668
2 51 1.3816666666666668
2 52 1.3627783333333334
2 53 1.3658333333333335
2 54 1.3555549999999998
2 55 1.1311116666666665
2 56 1.3683333333333332
2 57 1.3986116666666668
2 58 1.12
2 59 1.285555
2 60 1.5816666666666668
2 61 1.02
2 62 1.9369450000000001
2 63 0.7083333333333334
2 64 1.2902783333333334
2 65 1.2166666666666666
2 66 0.9427783333333333
2 67 1.8572216666666668
2 68 1.9333333333333333
2 69 1.8747216666666666
2 70 1.848055
2 71 2.069166666666667
2 72 1.6400000000000001
2 73 2.086666666666667
2 74 0.651945
2 75 1.2958333333333334
2 76 1.1855550000000001
2 77 1.113055
2 78 0.8722216666666667
2 79 0.8722216666666667
2 80 1.0997216666666667
2 81 2.0166666666666666
2 82 0.15777833333333333
2 83 1.5088883333333334
2 84 1.214445
2 85 1.299445
2 86 1.3052783333333333
2 87 1.3675
2 88 1.9533333333333334
2 89 1.0625
2 90 1.983055
2 91 1.4483333333333335
2 92 1.4516666666666667
2 93 1.7441666666666669
2 94 1.2480550000000001
2 95 1.5144449999999998
2 96 0.5991666666666667
2 97 1.8202783333333334
2 98 1.2483333333333335
2 99 2.086666666666667
3 0 1.3683333333333332
3 1 2.0047216666666667
3 2 -1
